CustomerID,City,Vehicle_Model,Subscription_Plan,Rate_Per_KM,Monthly_Fee,Account_Status
CUST-2402,Delhi,Tata Punch EV,Pay-Per-KM,3.19,,Defaulted
CUST-2403,Bengaluru,Tata Punch EV,Pay-Per-KM,4.49,,Suspended
CUST-2404,Pune,MG Windsor EV,Pay-Per-KM,3.57,,Active
CUST-2405,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2406,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.21,,Suspended
CUST-2407,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Suspended
CUST-2408,Delhi,MG Windsor EV,Pay-Per-KM,4.48,,Defaulted
CUST-2409,Delhi,Maruti e Vitara,Pay-Per-KM,4.21,,Defaulted
CUST-2410,Pune,MG Windsor EV,Pay-Per-KM,3.93,,Active
CUST-2411,Pune,Maruti e Vitara,Pay-Per-KM,3.28,,Suspended
CUST-2412,Delhi,MG Windsor EV,Pay-Per-KM,3.12,,Active
CUST-2413,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-2414,Delhi,Maruti e Vitara,Pay-Per-KM,3.3,,Active
CUST-2415,Delhi,MG Windsor EV,Pay-Per-KM,3.77,,Active
CUST-2416,Delhi,MG Windsor EV,Pay-Per-KM,4.27,,Active
CUST-2417,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Suspended
CUST-2418,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Suspended
CUST-2419,Bengaluru,MG Windsor EV,Pay-Per-KM,2.81,,Active
CUST-2420,Pune,Maruti e Vitara,Pay-Per-KM,2.95,,Active
CUST-2421,Pune,MG Windsor EV,Pay-Per-KM,3.59,,Active
CUST-2422,Delhi,MG Windsor EV,Pay-Per-KM,3.76,,Defaulted
CUST-2423,Bengaluru,MG Windsor EV,Pay-Per-KM,4.41,,Defaulted
CUST-2424,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-2425,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-2426,Delhi,Maruti e Vitara,Pay-Per-KM,3.82,,Active
CUST-2427,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-2428,Delhi,Tata Punch EV,Pay-Per-KM,3.55,,Active
CUST-2429,Pune,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-2430,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-2431,Bengaluru,MG Windsor EV,Pay-Per-KM,3.34,,Active
CUST-2432,Delhi,MG Windsor EV,Pay-Per-KM,3.59,,Suspended
CUST-2433,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-2434,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-2435,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2436,Bengaluru,MG Windsor EV,Pay-Per-KM,4.0,,Active
CUST-2437,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-2438,Bengaluru,Tata Punch EV,Fixed-Monthly,,1500.0,Defaulted
CUST-2439,Pune,Tata Punch EV,Pay-Per-KM,2.81,,Active
CUST-2440,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-2441,Delhi,Maruti e Vitara,Pay-Per-KM,4.1,,Suspended
CUST-2442,Bengaluru,MG Windsor EV,Pay-Per-KM,3.66,,Defaulted
CUST-2443,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-2444,Bengaluru,Tata Punch EV,Pay-Per-KM,3.53,,Active
CUST-2445,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.55,,Suspended
CUST-2446,Pune,Maruti e Vitara,Pay-Per-KM,3.82,,Defaulted
CUST-2447,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Defaulted
CUST-2448,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Defaulted
CUST-2449,Delhi,Tata Punch EV,Pay-Per-KM,3.37,,Defaulted
CUST-2450,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-2451,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-2452,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-2453,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2454,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2455,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Defaulted
CUST-2456,Pune,MG Windsor EV,Pay-Per-KM,2.98,,Active
CUST-2457,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Defaulted
CUST-2458,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-2459,Delhi,Maruti e Vitara,Pay-Per-KM,3.33,,Defaulted
CUST-2460,Bengaluru,Tata Punch EV,Pay-Per-KM,2.67,,Suspended
CUST-2461,Delhi,MG Windsor EV,Pay-Per-KM,3.28,,Active
CUST-2462,Pune,Tata Punch EV,Pay-Per-KM,3.2,,Suspended
CUST-2463,Bengaluru,MG Windsor EV,Pay-Per-KM,3.22,,Active
CUST-2464,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-2465,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Suspended
CUST-2466,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2467,Delhi,Maruti e Vitara,Pay-Per-KM,3.62,,Suspended
CUST-2468,Delhi,Tata Punch EV,Pay-Per-KM,2.98,,Active
CUST-2469,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2470,Bengaluru,MG Windsor EV,Pay-Per-KM,3.77,,Defaulted
CUST-2471,Bengaluru,MG Windsor EV,Pay-Per-KM,2.61,,Active
CUST-2472,Delhi,MG Windsor EV,Pay-Per-KM,2.62,,Suspended
CUST-2473,Delhi,MG Windsor EV,Pay-Per-KM,4.32,,Defaulted
CUST-2474,Bengaluru,Tata Punch EV,Pay-Per-KM,3.32,,Suspended
CUST-2475,Delhi,Maruti e Vitara,Pay-Per-KM,3.69,,Active
CUST-2476,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Suspended
CUST-2477,Pune,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-2478,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-2479,Bengaluru,Tata Punch EV,Pay-Per-KM,3.31,,Suspended
CUST-2480,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Suspended
CUST-2481,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Suspended
CUST-2482,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-2483,Delhi,Tata Punch EV,Pay-Per-KM,2.92,,Active
CUST-2484,Delhi,Tata Punch EV,Fixed-Monthly,,2000.0,Suspended
CUST-2485,Bengaluru,MG Windsor EV,Pay-Per-KM,2.92,,Defaulted
CUST-2486,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Defaulted
CUST-2487,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-2488,Delhi,MG Windsor EV,Pay-Per-KM,3.91,,Active
CUST-2489,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-2490,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.61,,Active
CUST-2491,Bengaluru,Tata Punch EV,Pay-Per-KM,3.31,,Suspended
CUST-2492,Pune,MG Windsor EV,Pay-Per-KM,3.98,,Suspended
CUST-2493,Bengaluru,MG Windsor EV,Pay-Per-KM,2.73,,Active
CUST-2494,Bengaluru,Tata Punch EV,Pay-Per-KM,4.36,,Defaulted
CUST-2495,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Defaulted
CUST-2496,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Suspended
CUST-2497,Pune,Tata Punch EV,Pay-Per-KM,4.16,,Suspended
CUST-2498,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-2499,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-2500,Pune,Maruti e Vitara,Pay-Per-KM,2.65,,Suspended
CUST-2501,Delhi,Maruti e Vitara,Pay-Per-KM,3.39,,Active
CUST-2502,Delhi,Tata Punch EV,Pay-Per-KM,3.48,,Active
CUST-2503,Bengaluru,Tata Punch EV,Pay-Per-KM,3.81,,Suspended
CUST-2504,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Defaulted
CUST-2505,Bengaluru,Tata Punch EV,Pay-Per-KM,3.65,,Active
CUST-2506,Pune,MG Windsor EV,Pay-Per-KM,3.33,,Active
CUST-2507,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Defaulted
CUST-2508,Bengaluru,MG Windsor EV,Fixed-Monthly,,3000.0,Suspended
CUST-2509,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-2510,Delhi,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-2511,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-2512,Pune,MG Windsor EV,Pay-Per-KM,2.72,,Suspended
CUST-2513,Pune,Tata Punch EV,Pay-Per-KM,3.37,,Active
CUST-2514,Pune,Maruti e Vitara,Pay-Per-KM,4.18,,Defaulted
CUST-2515,Bengaluru,MG Windsor EV,Pay-Per-KM,2.99,,Suspended
CUST-2516,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Defaulted
CUST-2517,Bengaluru,MG Windsor EV,Pay-Per-KM,3.24,,Suspended
CUST-2518,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-2519,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Suspended
CUST-2520,Delhi,MG Windsor EV,Pay-Per-KM,2.74,,Defaulted
CUST-2521,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-2522,Pune,Tata Punch EV,Pay-Per-KM,2.89,,Suspended
CUST-2523,Bengaluru,MG Windsor EV,Pay-Per-KM,4.37,,Active
CUST-2524,Bengaluru,Tata Punch EV,Pay-Per-KM,2.94,,Active
CUST-2525,Delhi,MG Windsor EV,Pay-Per-KM,4.48,,Defaulted
CUST-2526,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Suspended
CUST-2527,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.41,,Active
CUST-2528,Bengaluru,MG Windsor EV,Pay-Per-KM,3.31,,Active
CUST-2529,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-2530,Delhi,Maruti e Vitara,Pay-Per-KM,2.77,,Active
CUST-2531,Pune,Maruti e Vitara,Pay-Per-KM,3.36,,Active
CUST-2532,Bengaluru,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-2533,Pune,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-2534,Delhi,Tata Punch EV,Pay-Per-KM,3.68,,Defaulted
CUST-2535,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Defaulted
CUST-2536,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.09,,Suspended
CUST-2537,Pune,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-2538,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2539,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-2540,Bengaluru,MG Windsor EV,Pay-Per-KM,2.78,,Active
CUST-2541,Pune,Tata Punch EV,Pay-Per-KM,3.19,,Active
CUST-2542,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.43,,Active
CUST-2543,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-2544,Pune,Tata Punch EV,Pay-Per-KM,3.69,,Active
CUST-2545,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.62,,Active
CUST-2546,Delhi,Maruti e Vitara,Pay-Per-KM,3.47,,Suspended
CUST-2547,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-2548,Pune,Maruti e Vitara,Pay-Per-KM,3.8,,Active
CUST-2549,Delhi,MG Windsor EV,Pay-Per-KM,3.67,,Active
CUST-2550,Bengaluru,MG Windsor EV,Pay-Per-KM,4.49,,Active
CUST-2551,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.86,,Defaulted
CUST-2552,Pune,Tata Punch EV,Pay-Per-KM,2.99,,Active
CUST-2553,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-2554,Delhi,Tata Punch EV,Pay-Per-KM,3.61,,Defaulted
CUST-2555,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2556,Pune,MG Windsor EV,Pay-Per-KM,3.71,,Active
CUST-2557,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-2558,Pune,Tata Punch EV,Pay-Per-KM,2.99,,Active
CUST-2559,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-2560,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-2561,Bengaluru,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-2562,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-2563,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-2564,Delhi,Maruti e Vitara,Pay-Per-KM,3.73,,Active
CUST-2565,Delhi,MG Windsor EV,Pay-Per-KM,3.48,,Active
CUST-2566,Pune,Maruti e Vitara,Pay-Per-KM,3.65,,Defaulted
CUST-2567,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Defaulted
CUST-2568,Delhi,MG Windsor EV,Pay-Per-KM,3.98,,Suspended
CUST-2569,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-2570,Pune,Maruti e Vitara,Pay-Per-KM,3.45,,Active
CUST-2571,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.48,,Active
CUST-2572,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Defaulted
CUST-2573,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-2574,Delhi,Maruti e Vitara,Pay-Per-KM,3.41,,Suspended
CUST-2575,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Defaulted
CUST-2576,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-2577,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.33,,Active
CUST-2578,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Defaulted
CUST-2579,Delhi,Tata Punch EV,Pay-Per-KM,3.0,,Active
CUST-2580,Pune,MG Windsor EV,Pay-Per-KM,3.1,,Active
CUST-2581,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2500.0,Suspended
CUST-2582,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Suspended
CUST-2583,Pune,MG Windsor EV,Pay-Per-KM,2.86,,Active
CUST-2584,Delhi,Tata Punch EV,Pay-Per-KM,2.82,,Defaulted
CUST-2585,Bengaluru,Tata Punch EV,Fixed-Monthly,,1500.0,Defaulted
CUST-2586,Pune,MG Windsor EV,Pay-Per-KM,3.41,,Suspended
CUST-2587,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.86,,Active
CUST-2588,Delhi,Tata Punch EV,Pay-Per-KM,2.89,,Active
CUST-2589,Bengaluru,Tata Punch EV,Pay-Per-KM,3.71,,Active
CUST-2590,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Defaulted
CUST-2591,Pune,Tata Punch EV,Fixed-Monthly,,1500.0,Defaulted
CUST-2592,Delhi,Tata Punch EV,Fixed-Monthly,,2000.0,Suspended
CUST-2593,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Suspended
CUST-2594,Pune,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-2595,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2596,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-2597,Delhi,Maruti e Vitara,Pay-Per-KM,3.15,,Defaulted
CUST-2598,Pune,MG Windsor EV,Pay-Per-KM,3.88,,Defaulted
CUST-2599,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Suspended
CUST-2600,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-2601,Pune,Tata Punch EV,Pay-Per-KM,3.41,,Active
CUST-2602,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-2603,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-2604,Pune,Maruti e Vitara,Pay-Per-KM,4.26,,Suspended
CUST-2605,Delhi,Tata Punch EV,Pay-Per-KM,3.88,,Defaulted
CUST-2606,Bengaluru,Tata Punch EV,Pay-Per-KM,2.72,,Active
CUST-2607,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2608,Pune,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-2609,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Suspended
CUST-2610,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.48,,Suspended
CUST-2611,Delhi,MG Windsor EV,Pay-Per-KM,4.16,,Active
CUST-2612,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-2613,Delhi,MG Windsor EV,Pay-Per-KM,2.83,,Active
CUST-2614,Bengaluru,Tata Punch EV,Pay-Per-KM,2.64,,Active
CUST-2615,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-2616,Delhi,Maruti e Vitara,Pay-Per-KM,2.95,,Active
CUST-2617,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.21,,Suspended
CUST-2618,Pune,MG Windsor EV,Pay-Per-KM,3.81,,Active
CUST-2619,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2620,Delhi,Maruti e Vitara,Fixed-Monthly,,2500.0,Suspended
CUST-2621,Delhi,Tata Punch EV,Pay-Per-KM,2.68,,Active
CUST-2622,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-2623,Bengaluru,MG Windsor EV,Pay-Per-KM,3.24,,Active
CUST-2624,Pune,Tata Punch EV,Pay-Per-KM,3.87,,Active
CUST-2625,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-2626,Pune,MG Windsor EV,Pay-Per-KM,3.35,,Active
CUST-2627,Delhi,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-2628,Bengaluru,Tata Punch EV,Pay-Per-KM,3.49,,Suspended
CUST-2629,Bengaluru,Tata Punch EV,Pay-Per-KM,4.17,,Active
CUST-2630,Delhi,Maruti e Vitara,Pay-Per-KM,2.68,,Active
CUST-2631,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-2632,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Defaulted
CUST-2633,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-2634,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Suspended
CUST-2635,Bengaluru,Tata Punch EV,Pay-Per-KM,4.39,,Active
CUST-2636,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-2637,Delhi,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-2638,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.46,,Active
CUST-2639,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2640,Bengaluru,Tata Punch EV,Pay-Per-KM,4.03,,Active
CUST-2641,Delhi,Maruti e Vitara,Pay-Per-KM,3.79,,Active
CUST-2642,Pune,MG Windsor EV,Pay-Per-KM,3.36,,Active
CUST-2643,Pune,Tata Punch EV,Fixed-Monthly,,1500.0,Suspended
CUST-2644,Delhi,MG Windsor EV,Pay-Per-KM,3.74,,Active
CUST-2645,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-2646,Delhi,Tata Punch EV,Pay-Per-KM,2.78,,Active
CUST-2647,Bengaluru,MG Windsor EV,Pay-Per-KM,2.64,,Suspended
CUST-2648,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Suspended
CUST-2649,Pune,Maruti e Vitara,Pay-Per-KM,3.66,,Active
CUST-2650,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-2651,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.48,,Defaulted
CUST-2652,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-2653,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-2654,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-2655,Pune,Maruti e Vitara,Pay-Per-KM,4.4,,Active
CUST-2656,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Defaulted
CUST-2657,Bengaluru,MG Windsor EV,Pay-Per-KM,4.04,,Active
CUST-2658,Pune,Tata Punch EV,Fixed-Monthly,,1500.0,Defaulted
CUST-2659,Pune,MG Windsor EV,Pay-Per-KM,3.85,,Active
CUST-2660,Delhi,MG Windsor EV,Pay-Per-KM,2.95,,Defaulted
CUST-2661,Pune,Tata Punch EV,Pay-Per-KM,3.29,,Active
CUST-2662,Bengaluru,MG Windsor EV,Pay-Per-KM,4.31,,Active
CUST-2663,Delhi,Maruti e Vitara,Pay-Per-KM,3.51,,Defaulted
CUST-2664,Delhi,Tata Punch EV,Fixed-Monthly,,2000.0,Suspended
CUST-2665,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-2666,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-2667,Pune,Tata Punch EV,Pay-Per-KM,4.22,,Defaulted
CUST-2668,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-2669,Pune,Maruti e Vitara,Pay-Per-KM,2.83,,Defaulted
CUST-2670,Pune,Maruti e Vitara,Pay-Per-KM,2.66,,Active
CUST-2671,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-2672,Delhi,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-2673,Pune,Maruti e Vitara,Pay-Per-KM,4.06,,Suspended
CUST-2674,Pune,Tata Punch EV,Pay-Per-KM,3.16,,Active
CUST-2675,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Suspended
CUST-2676,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-2677,Delhi,Tata Punch EV,Pay-Per-KM,4.48,,Active
CUST-2678,Bengaluru,MG Windsor EV,Pay-Per-KM,4.38,,Suspended
CUST-2679,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Defaulted
CUST-2680,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.71,,Active
CUST-2681,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-2682,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-2683,Pune,Tata Punch EV,Pay-Per-KM,3.21,,Active
CUST-2684,Bengaluru,MG Windsor EV,Pay-Per-KM,3.48,,Active
CUST-2685,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Defaulted
CUST-2686,Delhi,Maruti e Vitara,Pay-Per-KM,4.46,,Active
CUST-2687,Delhi,MG Windsor EV,Pay-Per-KM,2.79,,Active
CUST-2688,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-2689,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-2690,Pune,Maruti e Vitara,Pay-Per-KM,3.85,,Defaulted
CUST-2691,Delhi,MG Windsor EV,Pay-Per-KM,3.12,,Active
CUST-2692,Delhi,MG Windsor EV,Pay-Per-KM,2.93,,Active
CUST-2693,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Defaulted
CUST-2694,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-2695,Delhi,MG Windsor EV,Pay-Per-KM,3.83,,Defaulted
CUST-2696,Delhi,Maruti e Vitara,Pay-Per-KM,3.23,,Active
CUST-2697,Bengaluru,MG Windsor EV,Pay-Per-KM,3.36,,Defaulted
CUST-2698,Pune,Maruti e Vitara,Pay-Per-KM,3.31,,Active
CUST-2699,Delhi,Maruti e Vitara,Pay-Per-KM,4.36,,Active
CUST-2700,Delhi,Tata Punch EV,Pay-Per-KM,3.41,,Active
CUST-2701,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Defaulted
CUST-2702,Pune,Maruti e Vitara,Fixed-Monthly,,1500.0,Defaulted
CUST-2703,Delhi,MG Windsor EV,Pay-Per-KM,4.1,,Active
CUST-2704,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.3,,Suspended
CUST-2705,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.75,,Active
CUST-2706,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Suspended
CUST-2707,Delhi,Tata Punch EV,Pay-Per-KM,3.47,,Defaulted
CUST-2708,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-2709,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.89,,Suspended
CUST-2710,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-2711,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-2712,Bengaluru,Tata Punch EV,Pay-Per-KM,3.42,,Active
CUST-2713,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-2714,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-2715,Pune,Maruti e Vitara,Pay-Per-KM,3.22,,Active
CUST-2716,Pune,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-2717,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-2718,Bengaluru,Tata Punch EV,Pay-Per-KM,2.66,,Active
CUST-2719,Delhi,Maruti e Vitara,Pay-Per-KM,3.08,,Active
CUST-2720,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Defaulted
CUST-2721,Delhi,Maruti e Vitara,Pay-Per-KM,3.87,,Defaulted
CUST-2722,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-2723,Delhi,MG Windsor EV,Pay-Per-KM,4.19,,Active
CUST-2724,Delhi,Tata Punch EV,Pay-Per-KM,3.54,,Active
CUST-2725,Pune,Maruti e Vitara,Pay-Per-KM,2.64,,Active
CUST-2726,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Suspended
CUST-2727,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Suspended
CUST-2728,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Defaulted
CUST-2729,Delhi,Maruti e Vitara,Pay-Per-KM,3.67,,Suspended
CUST-2730,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-2731,Bengaluru,Tata Punch EV,Pay-Per-KM,2.88,,Defaulted
CUST-2732,Pune,Tata Punch EV,Pay-Per-KM,2.76,,Active
CUST-2733,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-2734,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Suspended
CUST-2735,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-2736,Bengaluru,Tata Punch EV,Pay-Per-KM,4.13,,Suspended
CUST-2737,Delhi,Maruti e Vitara,Pay-Per-KM,2.69,,Active
CUST-2738,Bengaluru,MG Windsor EV,Pay-Per-KM,3.01,,Active
CUST-2739,Pune,Maruti e Vitara,Pay-Per-KM,4.04,,Defaulted
CUST-2740,Pune,MG Windsor EV,Pay-Per-KM,4.17,,Suspended
